symbol,security,gics_sector,marketcap,Consecutive_Revenue_Growth_Years,Consecutive_EPS_Growth_Years,Consecutive_Profitable_Years,Consecutive_Positive_FCF_Years,Consecutive_ROE_Above_15pct_Years,CPI,Core_CPI,Unemployment_Rate,NFP,Real_GDP,Consumer_Sentiment,Growth_Score,Inflation_Score,Labor_Heat_Score,Macro_Regime_Score,Investment_Signal,Market_Regime,latest_price,total_return_10y,cagr_10y,volatility,momentum_12m
SLB,Schlumberger,Energy,48253095469.0,6,0,7,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,36.2400016784668,-0.5302657036719489,-0.07280358196393266,0.40153646899549283,-0.16651329208816157
STX,Seagate Technology,Information Technology,54111354672.0,5,5,8,9,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,276.69000244140625,6.698664802835656,0.2265293898789318,0.4135386896665857,1.7217193829841841
SRE,Sempra,Utilities,61293321637.0,5,0,9,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,94.72000122070312,0.909100030562171,0.06682800130067723,0.24902751889962926,0.015328548516905016
NOW,ServiceNow,Information Technology,169694720000.0,9,3,7,7,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,812.4099731445312,8.336972223866299,0.2504331171259311,0.39701565656829924,-0.24078797282185183
SHW,Sherwin-Williams,Materials,83788007394.0,5,5,10,0,4,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,343.69000244140625,2.7348137680963567,0.14090742514291588,0.26422429770476374,-0.1324027118380835
SPG,Simon Property Group,Real Estate,59633021160.0,6,2,10,9,6,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,186.32000732421875,0.00042956308362884776,4.2965652432114254e-05,0.371989377660945,0.015589232016175236
SWKS,Skyworks Solutions,Information Technology,9374259309.0,4,5,10,9,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,65.94999694824219,-0.20561310991392168,-0.022764804906685088,0.39707034592466106,-0.23562821185311522
SJM,J.M. Smucker Company (The),Consumer Staples,11124061633.0,0,0,0,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,104.18000030517578,-0.14035813015561727,-0.015016268611859118,0.2400730509748398,-0.132483941359693
SW,Smurfit Westrock,Materials,17602901083.0,0,0,0,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,35.689998626708984,0.3705836164324965,0.03203916408580176,0.4236560538706919,-0.357284361403314
SNA,Snap-on,Industrials,17319556632.0,5,6,10,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,340.04998779296875,0.975197377785664,0.07046678194743916,0.27310304353772447,-0.08428710864709621
SOLV,Solventum,Health Care,14462057303.0,0,0,1,1,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,85.26000213623047,0.06575002670288077,0.03873578553161661,0.3283683787957466,0.1926144171762445
SO,Southern Company,Utilities,98152485705.0,4,4,9,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,91.12000274658203,1.0458015463312704,0.07423456418414576,0.21894657015374375,0.02003807095977317
LUV,Southwest Airlines,Industrials,17210921062.0,4,0,7,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,34.810001373291016,-0.2412815919160347,-0.027245753729235767,0.36617359235355273,0.08917404162889975
SWK,Stanley Black & Decker,Industrials,10406720731.0,0,0,8,6,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,71.5199966430664,-0.3448150032639493,-0.04141892681362658,0.35934992385261294,-0.20125088327239504
SBUX,Starbucks,Consumer Discretionary,94765914000.0,6,0,9,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,87.11000061035156,0.41896076684177364,0.03562680433550014,0.29211827406679725,-0.1347834689480688
STT,State Street Corporation,Financials,32148861384.0,6,4,10,5,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,119.0199966430664,0.6398455998955557,0.050725134025288554,0.332516837403878,0.2045339498413432
STLD,Steel Dynamics,Materials,23539358922.0,6,5,9,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,167.8300018310547,8.650949265182671,0.2545773828948277,0.39324286282047677,0.1684884503623525
STE,Steris,Health Care,25820515128.0,7,4,9,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,266.2799987792969,2.4862530551790636,0.13307373714184667,0.2507727110710394,0.23243544287777684
SYK,Stryker Corporation,Health Care,141580882963.0,5,0,9,7,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,371.17999267578125,2.8480198652161377,0.14432075451929793,0.2596886191501128,-0.047548174759673434
SMCI,Supermicro,Information Technology,19891078152.0,0,0,10,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,33.849998474121094,12.782572165544419,0.30010921487480346,0.6885206074258998,-0.016845827066911068
SYF,Synchrony Financial,Financials,27725728477.0,5,5,10,4,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,77.36000061035156,1.4304115864209002,0.09290856176747675,0.3942815163151268,0.15016351699876918
SNPS,Synopsys,Information Technology,75159485556.0,8,0,9,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,418.010009765625,7.346844937741523,0.23648853819553595,0.3397674065266988,-0.24540120849496527
SYY,Sysco,Consumer Staples,35770920883.0,5,0,9,0,5,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,76.19999694824219,0.8540145931202907,0.063707766407753,0.2978646709476875,-0.0024872685289221153
TMUS,T-Mobile US,Communication Services,231911163835.0,6,0,9,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,209.00999450683594,4.887605479065801,0.19405822013414853,0.26289154593238445,-0.14661932031102964
TROW,T. Rowe Price,Financials,21921906650.0,7,5,10,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,102.37999725341797,0.3444516769789563,0.030053544631367002,0.2994530663809702,-0.17402178479948816
TTWO,Take-Two Interactive,Communication Services,44175075366.0,6,3,0,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,246.07000732421875,5.957026145183047,0.2141629441484203,0.33864892283773823,0.30992813057786495
TPR,"Tapestry, Inc.",Consumer Discretionary,21629432289.0,0,0,7,5,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,109.27999877929688,2.439722921143112,0.13155166738075574,0.43945926330479884,0.7897149741483358
TRGP,Targa Resources,Energy,36461903681.0,0,0,6,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,175.30999755859375,3.46081427384033,0.16136329265457605,0.5202852393901277,-0.13814466150933957
TGT,Target Corporation,Consumer Staples,38414903972.0,6,0,9,7,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,90.62000274658203,0.2499310723666488,0.022568916102046588,0.3307112670795901,-0.2839193950116361
TEL,TE Connectivity,Information Technology,64789297647.0,6,5,9,9,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,226.14999389648438,2.370845226425522,0.12926420739922273,0.2745527254776081,0.5090750899200456
TDY,Teledyne Technologies,Information Technology,23116318449.0,6,5,9,6,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,499.5199890136719,4.399632228719198,0.18376775793845468,0.27476263496491565,0.04277391872448333
TER,Teradyne,Information Technology,25992280049.0,5,4,9,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,181.88999938964844,7.753127689093004,0.2423816688674454,0.4245362196074904,0.6677975743757552
TSLA,"Tesla, Inc.",Consumer Discretionary,1389460731589.0,6,4,7,5,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,430.1700134277344,27.022887437585972,0.39576003441940677,0.5928955504068523,0.27182686176574267
TXN,Texas Instruments,Information Technology,146524548205.0,6,6,10,9,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,168.27000427246094,1.8952169195610158,0.1122107254267879,0.2979003215288494,-0.162627485305205
TPL,Texas Pacific Land Corporation,Energy,20146508335.0,6,2,10,9,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,864.2899780273438,16.26278286793518,0.3297252237983117,0.4630081509399318,-0.45011676817381874
TXT,Textron,Industrials,14519100633.0,4,0,9,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,83.16000366210938,0.9489104108430024,0.06903295541925614,0.33103842100884845,-0.023141003816131267
TMO,Thermo Fisher Scientific,Health Care,220191222138.0,5,0,10,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,590.8300170898438,3.269003201920314,0.15626810166134253,0.2595709934162863,0.1517603797129785
TJX,TJX Companies,Consumer Discretionary,165672062325.0,7,5,9,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,151.9199981689453,3.3036827606910677,0.1572043729856447,0.26081421331653554,0.2038035011304442
TKO,TKO Group Holdings,Communication Services,35436459472.0,0,0,1,2,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,193.88999938964844,10.412007180791619,0.275791325606928,0.3678082200823508,0.41236888923172743
TTD,Trade Desk (The),Communication Services,18889215505.0,6,5,8,7,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,39.560001373291016,12.142857640741221,0.3236976809473662,0.6898024169568127,-0.6932857599339772
TSCO,Tractor Supply,Consumer Discretionary,28021242643.0,0,0,10,7,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,54.779998779296875,2.06547264726636,0.11858690822409379,0.28684631699236196,-0.022449042802854313
TT,Trane Technologies,Industrials,90899687300.0,0,0,5,4,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,421.4800109863281,8.26006030479593,0.2493988287262987,0.2716595432621502,0.005582851209883444
TDG,TransDigm Group,Industrials,75228111764.0,7,0,9,7,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,1360.1700439453125,4.797084838423195,0.19220879632802546,0.34269626304506223,0.07726856252177128
TRV,Travelers Companies (The),Financials,64875764200.0,7,4,9,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,292.8599853515625,1.5561664146953178,0.09843827661107718,0.24496755497263245,0.11028546669266004
TRMB,Trimble Inc.,Information Technology,18808841651.0,6,5,9,6,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,81.41999816894531,2.5554584945521874,0.1353040696972574,0.33643587146718346,0.12505174905207128
TFC,Truist Financial,Financials,58205707151.0,2,2,5,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,46.5,0.20403939114585223,0.01874943910873661,0.3373944516241334,-0.02515724829656174
TYL,Tyler Technologies,Information Technology,19493281893.0,7,5,10,7,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,469.6199951171875,1.6318089480602596,0.10164762348908862,0.2858972213594995,-0.260662174605766
TSN,Tyson Foods,Consumer Staples,20184102325.0,0,0,9,6,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,58.04999923706055,0.1609999847412109,0.01504637605132797,0.27972024070954965,-0.0902680146100332
USB,U.S. Bancorp,Financials,74224226699.0,5,6,10,4,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,49.04999923706055,0.11756664204076306,0.011181991056646412,0.3032330876945868,-0.0859113049470851
UBER,Uber,Industrials,173893624586.0,5,1,2,2,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,87.54000091552734,1.1058455991864427,0.1203270871899007,0.5175053242513419,0.22330916576470083
UDR,"UDR, Inc.",Real Estate,11775209767.0,7,4,9,6,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,36.41999816894531,-0.013275580614806048,-0.0013361045800037719,0.2554090145168795,-0.2072268337472012
ULTA,Ulta Beauty,Consumer Discretionary,23073373731.0,0,0,9,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,538.8300170898438,2.226527048442178,0.1243316395794456,0.3843094650429736,0.49479849991715974
UNP,Union Pacific Corporation,Industrials,133164619581.0,5,0,10,10,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,231.8300018310547,1.761524839291956,0.10696278313529528,0.2543351129527133,-0.05618207375903306
UAL,United Airlines Holdings,Industrials,30955826508.0,0,0,7,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,101.95999908447266,0.829535257885653,0.06229431307475353,0.5111514581382729,0.05647079916700393
UPS,United Parcel Service,Industrials,79374956642.0,5,5,9,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,95.79000091552734,-0.07009029289364244,-0.007243403379481594,0.26971325127072404,-0.29023417197500123
URI,United Rentals,Industrials,52180731042.0,6,5,10,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,815.1799926757812,9.362018706612485,0.2635317413399807,0.42506932092164823,-0.06641317426087223
UNH,UnitedHealth Group,Health Care,289007811711.0,8,0,9,7,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,329.7699890136719,1.9258272708042474,0.11338155957025053,0.2903166006157869,-0.4565335602843271
UHS,Universal Health Services,Health Care,14805225058.0,6,5,10,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,243.6300048828125,1.00485526343794,0.07206400213448694,0.34056811514256147,0.1821534728127896
VLO,Valero Energy,Energy,53184513315.0,5,5,8,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,176.75999450683594,1.4597828138812088,0.09422274036637357,0.4056157057848494,0.26437761550974015
VTR,Ventas,Real Estate,37014946531.0,7,0,8,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,80.62999725341797,0.5116234912403923,0.04220160012423024,0.3501619700076141,0.25494159149288675
VLTO,Veralto,Industrials,24367901438.0,1,0,1,1,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,101.22000122070312,0.3010282422915169,0.13007802534025892,0.2266497533361746,-0.06243051056804716
VRSN,Verisign,Information Technology,23135139000.0,8,0,10,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,251.99000549316406,1.8174194836169333,0.10918409475345303,0.259498400664581,0.36093108937829754
VRSK,Verisk Analytics,Industrials,30639665789.0,7,3,10,8,3,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,225.07000732421875,2.002935510186133,0.11628276735393706,0.23107083733923042,-0.2364037071273325
VZ,Verizon,Communication Services,169542468913.0,6,4,9,8,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,41.11000061035156,-0.09548955070924414,-0.00999003027769474,0.2015368400135605,-0.07347303132771843
VRTX,Vertex Pharmaceuticals,Health Care,107576784344.0,7,4,8,7,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,433.6099853515625,2.351963383624663,0.12862978764001642,0.33760717618988095,-0.07163813014743592
VTRS,Viatris,Health Care,12174207547.0,1,0,0,4,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,10.6899995803833,-0.7916179388037778,-0.1452127244735153,0.3731205946084461,-0.18272173985193552
VICI,Vici Properties,Real Estate,30696262575.0,6,0,7,5,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,28.81999969482422,0.43383080337617774,0.0466449862514533,0.3012854339860856,-0.10994444891469035
V,Visa Inc.,Financials,634141281028.0,8,0,10,9,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,334.44000244140625,3.232881830135364,0.15528559846243795,0.24475380092398166,0.07254183370494283
VST,Vistra Corp.,Utilities,59341896319.0,3,2,5,6,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,178.86000061035156,10.539354878087197,0.30653624391264844,0.41778830649965754,0.09959422466197743
VMC,Vulcan Materials Company,Materials,37946674607.0,4,4,10,6,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,297.239990234375,1.8951007649309712,0.11220626138009382,0.30237927810090137,0.030651860350120463
WRB,W. R. Berkley Corporation,Financials,29463041620.0,6,5,9,7,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,77.69000244140625,3.7108113359424877,0.1677159841400484,0.24278129885812716,0.20767915793688285
GWW,W. W. Grainger,Industrials,44218981437.0,6,0,10,9,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,948.6300048828125,3.730378162171852,0.1682003014096256,0.2833659266418045,-0.22070979476584818
WAB,Wabtec,Industrials,34192344932.0,6,0,9,0,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,208.5500030517578,1.6029704930415107,0.100433983850158,0.31532472278190754,0.033910049626806105
WMT,Walmart,Consumer Staples,829654887755.0,5,3,9,7,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,110.51000213623047,4.634432635890085,0.18881935592131405,0.21603079907233624,0.21027275315954363
DIS,Walt Disney Company (The),Communication Services,181992344961.0,0,0,6,5,0,324.37,330.54,4.4,159626.0,23770.98,55.1,0.0,16.79,48.96,35.17,SELL - ระวังตัว,Bear Market,104.47000122070312,-0.07931611794464233,-0.008233168956163772,0.28551456980771306,-0.09510607204659816
